respondent_id,h1n1_vaccine,seasonal_vaccine
26707.0,0.2742786845279138,0.06229095732058614
26708.0,0.035542241140076966,0.023540739211883297
26709.0,0.7022075155853252,0.5045708085913979
26710.0,0.8449744161131255,0.47682282801546816
26711.0,0.4394744583896695,0.16486079254891836
26712.0,0.930094116075117,0.4831508861770048
26713.0,0.5186693719903872,0.3285802922746378
26714.0,0.25159218781161546,0.15833949287166774
26715.0,0.19928668080504586,0.041752002554851064
26716.0,0.8666472662983061,0.21358487652108762
26717.0,0.29382329303961,0.012888725995894261
26718.0,0.4909099759108115,0.20773847380001936
26719.0,0.8824072386441457,0.06398274417239759
26720.0,0.19322175028448324,0.06324643782185203
26721.0,0.3030470119603955,0.23112866466478924
26722.0,0.08702192624265982,0.07250155154962912
26723.0,0.8294328203387652,0.6537167784031078
26724.0,0.7071425542588469,0.14442112303379862
26725.0,0.06920993913075538,0.025101369211404077
26726.0,0.030797878344517818,0.014795496699057664
26727.0,0.8109914477961762,0.34307790614952444
26728.0,0.6174893063149867,0.19294323843663833
26729.0,0.3466911599364118,0.09205564013827736
26730.0,0.21775153774805164,0.04933823972757034
26731.0,0.329409972826417,0.02168404786604805
26732.0,0.07870232300635771,0.10051179761853692
26733.0,0.9525003247014757,0.9021643890406645
26734.0,0.3815264783150777,0.9052406369257154
26735.0,0.47596739393954096,0.1700197354484412
26736.0,0.14367498972901238,0.05958100744757865
26737.0,0.14258837871043573,0.10197012271316329
26738.0,0.8140295129183136,0.5350323269960532
26739.0,0.2740709281834296,0.12562034170250294
26740.0,0.14513588067126815,0.20155431658931386
26741.0,0.9055418063902454,0.1966040618728711
26742.0,0.4648053127643818,0.10472335340588995
26743.0,0.5025531056688327,0.04244223162668092
26744.0,0.6731685343854311,0.06563012497876636
26745.0,0.9141584302581983,0.09893683574216511
26746.0,0.5399231181840463,0.14372347749540132
26747.0,0.20656685683190948,0.07701984955723991
26748.0,0.038509344213359685,0.07961056098013138
26749.0,0.6957554182504839,0.11040940953325008
26750.0,0.9029817745611757,0.642860464863961
26751.0,0.7442732556560082,0.3226309900908928
26752.0,0.024964228988402917,0.024160680314921343
26753.0,0.6340335976366219,0.2213111104114601
26754.0,0.6043522918318979,0.12046664258449316
26755.0,0.3391671801976037,0.106243289335863
26756.0,0.03489296186332541,0.022714869852090144
26757.0,0.47105713501123453,0.4607525282455622
26758.0,0.9032155075953745,0.675461618702639
26759.0,0.23639951379170396,0.046098456957641594
26760.0,0.03107469566566695,0.01830109123791497
26761.0,0.5400170986486387,0.14904018102392785
26762.0,0.7966872334953499,0.1348698610947126
26763.0,0.9689226699535696,0.8931658683026205
26764.0,0.9634859722439928,0.9258793973759786
26765.0,0.6867647903622583,0.03167507057952101
26766.0,0.17376117295001064,0.14508412142077293
26767.0,0.7135759618733065,0.7495882825851954
26768.0,0.4137970700097518,0.014042254756430457
26769.0,0.17641063763135634,0.14470040791651526
26770.0,0.5354907801740455,0.09295363542321022
26771.0,0.15605569249614673,0.06417770415468456
26772.0,0.4016497011411073,0.055909922677288365
26773.0,0.4548961298219433,0.01385180578492725
26774.0,0.5874441404461991,0.034137789127280854
26775.0,0.5246131356643192,0.08174082106751565
26776.0,0.4073447670466336,0.36604307129104324
26777.0,0.9209195015863789,0.12418789280463181
26778.0,0.07894693084029165,0.06901961368150387
26779.0,0.45291081388754917,0.1127742072095032
26780.0,0.9364038981438052,0.11776567846517629
26781.0,0.41096356735831885,0.034457176861026936
26782.0,0.3526943140346024,0.05007996612747536
26783.0,0.3144214089161753,0.05320615285536894
26784.0,0.9249554999559855,0.4010389187668317
26785.0,0.6595346618517638,0.3549499110690611
26786.0,0.272181515575206,0.07554951087584441
26787.0,0.42353918830700593,0.08342815621734914
26788.0,0.9165021297564203,0.10106843670780712
26789.0,0.22146833155631215,0.012334929648665765
26790.0,0.2727164320294325,0.04946482724185694
26791.0,0.11580821646343081,0.04183218010174817
26792.0,0.7712552883557939,0.22431036110845728
26793.0,0.8744899007885694,0.11238249470807446
26794.0,0.8900679089315342,0.7802564631580243
26795.0,0.9612407986095133,0.05773197611881311
26796.0,0.08241491588477849,0.07868005079006599
26797.0,0.5962636949008745,0.1027201063543788
26798.0,0.15907774199287136,0.21391859184598302
26799.0,0.1843475518712581,0.27313510258885176
26800.0,0.9063661932800011,0.03834555132680898
26801.0,0.30570323346574296,0.20371908854098236
26802.0,0.1790215396051978,0.07538294928224254
26803.0,0.13420445068014442,0.04726645439744137
26804.0,0.09767280534805615,0.03746564287323975
26805.0,0.17624923122205677,0.046250558976418346
26806.0,0.852844058160793,0.04433824394592605
26807.0,0.9265865146578908,0.551495512807687
26808.0,0.5735841403875215,0.16870095606986774
26809.0,0.13373619575940787,0.6054620027479182
26810.0,0.09669429181010085,0.021420081427719687
26811.0,0.05282530884827481,0.037823799016011905
26812.0,0.7199550677278798,0.15198012008576753
26813.0,0.27604143477148235,0.321863077385195
26814.0,0.393678728690772,0.02397973803704339
26815.0,0.08677350874157652,0.03924438887781851
26816.0,0.20436887062270273,0.045109841505244164
26817.0,0.7259977560082852,0.170911887738337
26818.0,0.24214445315946864,0.07787837604001469
26819.0,0.3995865212156795,0.37291442965759697
26820.0,0.3047987229568032,0.08364483928555948
26821.0,0.3627983936231837,0.08373422196240446
26822.0,0.6687808267018457,0.2518578068838919
26823.0,0.4802665710818473,0.3901034769977398
26824.0,0.6413627441089206,0.032597512672058654
26825.0,0.7707755306129728,0.3994158158771922
26826.0,0.6971892607996399,0.07817626138874988
26827.0,0.08258426827362184,0.026270768407783227
26828.0,0.7308685949975156,0.1698852182145673
26829.0,0.9009197733516975,0.5908113297837965
26830.0,0.8019192407772056,0.07612628009764393
26831.0,0.8128758473655892,0.22420316989934153
26832.0,0.796910368290277,0.10451111256025247
26833.0,0.20632752275280752,0.004752541162003417
26834.0,0.4309624459261496,0.11070736792248875
26835.0,0.9098990356038701,0.36533074675482274
26836.0,0.5556053198063619,0.1334707828059548
26837.0,0.011375233964046891,0.03577625359907556
26838.0,0.4245632045674592,0.1152154833964311
26839.0,0.5456249692424697,0.22166597808409205
26840.0,0.1364655940929568,0.11560286100108569
26841.0,0.7958898678640277,0.3470222096302691
26842.0,0.22547628599804528,0.09445170606614955
26843.0,0.0172515584284476,0.04439885871789026
26844.0,0.5516645371816751,0.08024903612508678
